Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,order_date,price_value,currency,gross_revenue,paid_revenue,return_count_total,return_count_processed,return_count_rejected,refund_total_processed,latest_return_date,has_any_return,has_processed_return,ticket_count,latest_ticket_date,defect_tickets,delivery_tickets,lockout_tickets,refund_tickets,total_exclaims,avg_text_len,has_any_ticket
100366,2023-11-28,C0004,Electronics,Smartphone Z,1024.64,1,Paid,2023-11-28,1024.64,UNK,1024.64,1024.64,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100996,2023-12-12,C0003,Smart Home,NordLock Pro,222.61,1,Paid,2023-12-12,222.61,UNK,222.61,222.61,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100043,16/11/2023,C0002,Electronics,TV Pro,$1164.30,1,Paid,,1164.3,USD,1164.3,1164.3,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100725,2023-12-06,C0003,Accessories,Laptop Sleeve,27.13,2,Paid,2023-12-06,27.13,UNK,54.26,54.26,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100456,2023-11-30,C0001,Smart Home,NordTherm,"105,45 EUR",1,Paid,2023-11-30,105.45,EUR,105.45,105.45,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100537,2023-12-02,C0030,Electronics,NoiseCancel Headphones,"290,46 EUR",1,Paid,2023-12-02,290.46,EUR,290.46,290.46,0.0,0.0,0.0,0.0,,False,False,1.0,2023-03-12,0.0,1.0,0.0,0.0,0.0,141.0,True
101176,2023-11-24,C0017,Accessories,Phone Case,"34,84 EUR",1,Paid,2023-11-24,34.84,EUR,34.84,34.84,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101058,2023-12-13,C0001,Electronics,Laptop X,"1504,82 EUR",1,Paid,2023-12-13,1504.82,EUR,1504.82,1504.82,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100032,2023-11-16,C0094,Electronics,Laptop X,$1585.05,1,Paid,2023-11-16,1585.05,USD,1585.05,1585.05,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100455,2023-11-30,C0117,Smart Home,NordLock Pro,205.04,2,Paid,2023-11-30,205.04,UNK,410.08,410.08,0.0,0.0,0.0,0.0,,False,False,3.0,2023-09-12,0.0,0.0,0.0,0.0,0.0,165.66666666666666,True
100354,2023-11-28,C0002,Smart Home,NordLock Pro,"201,09 EUR",1,Paid,2023-11-28,201.09,EUR,201.09,201.09,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101181,08/12/2023,C0006,Accessories,Accessory Bundle,27.11,1,Paid,,27.11,UNK,27.11,27.11,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100062,17/11/2023,C0001,Smart Home,NordLock Pro,221.97,1,Paid,,221.97,UNK,221.97,221.97,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100858,09/12/2023,C0001,Electronics,TV Pro,1060.25,1,Failed,,1060.25,UNK,1060.25,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101049,2023-12-13,C0001,Electronics,NoiseCancel Headphones,288,1,Paid,2023-12-13,288.0,UNK,288.0,288.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100686,2023-12-05,C0059,Electronics,Tablet A,753.90,1,Paid,2023-12-05,753.9,UNK,753.9,753.9,0.0,0.0,0.0,0.0,,False,False,2.0,2023-10-12,0.0,0.0,0.0,0.0,1.0,182.0,True
100233,24/11/2023,C0278,Electronics,TV Pro,1041.16,1,Paid,,1041.16,UNK,1041.16,1041.16,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100094,2023-11-18,C0076,Accessories,Charger,"28,32 EUR",3,Paid,2023-11-18,28.32,EUR,84.96000000000001,84.96000000000001,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100215,23/11/2023,C0063,Electronics,Smartphone Z,1077.99,1,Paid,,1077.99,UNK,1077.99,1077.99,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,2023-11-26,1601.36,UNK,1601.36,1601.36,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100202,2023-11-23,C0002,Smart Home,NordLock Pro,$186.48,1,Pending,2023-11-23,186.48,USD,186.48,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100290,2023-11-25,C0002,Accessories,Phone Case,12.32,1,Paid,2023-11-25,12.32,UNK,12.32,12.32,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100737,2023-12-06,C0015,Electronics,Tablet A,672.16,1,Paid,2023-12-06,672.16,UNK,672.16,672.16,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,2023-11-27,727.66,UNK,727.66,727.66,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101141,01/12/2023,C0038,Accessories,Accessory Bundle,55.24,3,Paid,,55.24,UNK,165.72,165.72,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100891,2023-12-09,C0008,Smart Home,NordLock Pro,"212,31 EUR",2,Paid,2023-12-09,212.31,EUR,424.62,424.62,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101188,2023-12-10,C0062,Accessories,Wireless Mouse,32.09,1,Paid,2023-12-10,32.09,UNK,32.09,32.09,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100096,2023-11-18,C0001,Electronics,NoiseCancel Headphones,"166,52 EUR",1,Paid,2023-11-18,166.52,EUR,166.52,166.52,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100880,2023-12-09,C0001,Smart Home,NordLock Pro,231.50,1,Paid,2023-12-09,231.5,UNK,231.5,231.5,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100070,2023-11-17,C0124,Accessories,Accessory Bundle,"86,79 EUR",1,Paid,2023-11-17,86.79,EUR,86.79,86.79,0.0,0.0,0.0,0.0,,False,False,1.0,2023-07-12,1.0,0.0,0.0,1.0,0.0,177.0,True
100797,07/12/2023,C0097,Electronics,Tablet A,583.65,1,Paid,,583.65,UNK,583.65,583.65,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100721,2023-12-06,C0085,Smart Home,NordLock Pro,"200,26 EUR",1,Paid,2023-12-06,200.26,EUR,200.26,200.26,0.0,0.0,0.0,0.0,,False,False,2.0,,1.0,1.0,1.0,0.0,1.0,159.5,True
100796,2023-12-07,C0145,Accessories,Wireless Mouse,"43,57 EUR",1,Paid,2023-12-07,43.57,EUR,43.57,43.57,0.0,0.0,0.0,0.0,,False,False,3.0,2023-08-12,1.0,2.0,0.0,0.0,0.0,160.0,True
100353,28/11/2023,C0010,Electronics,NoiseCancel Headphones,"297,95 EUR",1,Failed,,297.95,EUR,297.95,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100352,2023-11-28,C0013,Electronics,Laptop X,1343,1,Paid,2023-11-28,1343.0,UNK,1343.0,1343.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100551,02/12/2023,C0200,Electronics,Tablet A,"445,23 EUR",1,Paid,,445.23,EUR,445.23,445.23,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100404,2023-11-29,C0017,Smart Home,NordTherm,"83,85 EUR",1,Paid,2023-11-29,83.85,EUR,83.85,83.85,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100715,06/12/2023,C0002,Electronics,NoiseCancel Headphones,"330,75 EUR",1,Paid,,330.75,EUR,330.75,330.75,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100170,2023-11-22,C0199,Electronics,TV Pro,"1 050,20 EUR",1,Failed,2023-11-22,1050.2,EUR,1050.2,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100431,29/11/2023,C0310,Smart Home,NordLock Pro,"193,31 EUR",1,Paid,,193.31,EUR,193.31,193.31,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100608,2023-12-04,C0024,Smart Home,NordTherm,"81,21 EUR",1,Paid,2023-12-04,81.21,EUR,81.21,81.21,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100648,2023-12-05,C0024,Electronics,Smartphone Z,834.38,1,Paid,2023-12-05,834.38,UNK,834.38,834.38,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100623,04/12/2023,C0002,Accessories,Laptop Sleeve,"43,96 EUR",2,Paid,,43.96,EUR,87.92,87.92,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.70,2,Paid,2023-11-27,300.7,UNK,601.4,601.4,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100742,2023-12-07,C0001,Accessories,USB-C Cable,"10,69 EUR",4,Paid,2023-12-07,10.69,EUR,42.76,42.76,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100873,2023-12-09,C0004,Electronics,Smartphone Z,"863,18 EUR",1,Paid,2023-12-09,863.18,EUR,863.18,863.18,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100078,18/11/2023,C0007,Electronics,Tablet A,"527,12 EUR",1,Paid,,527.12,EUR,527.12,527.12,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101143,2023-12-10,C0001,Electronics,TV Pro,"970,60 EUR",1,Paid,2023-12-10,970.6,EUR,970.6,970.6,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100910,10/12/2023,C0006,Smart Home,NordLock Pro,181.92,1,Failed,,181.92,UNK,181.92,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100432,2023-11-29,C0006,Smart Home,NordLock Pro,187.29,1,Failed,2023-11-29,187.29,UNK,187.29,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100272,25/11/2023,C0003,Electronics,TV Pro,1118.62,1,Paid,,1118.62,UNK,1118.62,1118.62,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100081,18/11/2023,C0091,Electronics,Tablet A,372.51,1,Paid,,372.51,UNK,372.51,372.51,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100280,2023-11-25,C0002,Accessories,Charger,"39,36 EUR",1,Paid,2023-11-25,39.36,EUR,39.36,39.36,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100837,08/12/2023,C0006,Electronics,Tablet A,"702,29 EUR",1,Paid,,702.29,EUR,702.29,702.29,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100506,2023-12-01,C0057,Accessories,Screen Protector,7.12,1,Paid,2023-12-01,7.12,UNK,7.12,7.12,0.0,0.0,0.0,0.0,,False,False,1.0,2023-03-12,1.0,0.0,0.0,0.0,0.0,114.0,True
100364,2023-11-28,C0003,Electronics,TV Pro,$1094.93,1,Paid,2023-11-28,1094.93,USD,1094.93,1094.93,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101173,2023-12-07,C0002,Electronics,Tablet A,$636.80,1,Paid,2023-12-07,636.8,USD,636.8,636.8,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100612,2023-12-04,C0052,Accessories,Charger,"35,09 EUR",3,Pending,2023-12-04,35.09,EUR,105.27000000000001,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100040,2023-11-16,C0238,Electronics,Laptop X,1653.40,1,Paid,2023-11-16,1653.4,UNK,1653.4,1653.4,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101085,2023-12-13,C0038,Smart Home,NordCam Mini,"91,86 EUR",2,Paid,2023-12-13,91.86,EUR,183.72,183.72,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100412,29/11/2023,C0053,Electronics,TV Pro,1261.41,1,Paid,,1261.41,UNK,1261.41,1261.41,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100278,25/11/2023,C0181,Smart Home,NordLock Pro,"247,91 EUR",1,Paid,,247.91,EUR,247.91,247.91,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,2023-12-14,211.15,UNK,211.15,211.15,0.0,0.0,0.0,0.0,,False,False,2.0,,0.0,1.0,1.0,0.0,1.0,187.0,True
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185,1,Paid,2023-12-03,185.0,UNK,185.0,185.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100827,2023-12-08,C0013,Electronics,Tablet A,$665.07,1,Paid,2023-12-08,665.07,USD,665.07,665.07,1.0,1.0,0.0,665.07,,True,True,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100561,03/12/2023,C0002,Electronics,Tablet A,"771,78 EUR",1,Paid,,771.78,EUR,771.78,771.78,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101183,21/11/2023,C0170,Accessories,Charger,30.35,2,Paid,,30.35,UNK,60.7,60.7,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100426,2023-11-29,C0031,Accessories,Screen Protector,$8.99,2,Failed,2023-11-29,8.99,USD,17.98,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,2023-11-27,1536.64,UNK,1536.64,1536.64,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100998,12/12/2023,C0001,Accessories,Laptop Sleeve,"23,36 EUR",1,Failed,,23.36,EUR,23.36,0.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,2023-12-13,441.24,UNK,441.24,441.24,0.0,0.0,0.0,0.0,,False,False,1.0,2023-11-12,1.0,0.0,0.0,0.0,0.0,168.0,True
100471,2023-11-30,C0019,Smart Home,NordLock Pro,$180.99,1,Paid,2023-11-30,180.99,USD,180.99,180.99,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100303,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,2023-11-26,224.82,UNK,224.82,224.82,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101002,12/12/2023,C0008,Electronics,Tablet A,318.91,1,Paid,,318.91,UNK,318.91,318.91,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100570,2023-12-03,C0001,Accessories,Laptop Sleeve,"19,23 EUR",1,Paid,2023-12-03,19.23,EUR,19.23,19.23,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100058,2023-11-17,C0031,Electronics,TV Pro,"914,97 EUR",1,Paid,2023-11-17,914.97,EUR,914.97,914.97,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,"180,76 EUR",1,Paid,2023-11-29,180.76,EUR,180.76,180.76,0.0,0.0,0.0,0.0,,False,False,1.0,,0.0,1.0,0.0,0.0,0.0,146.0,True
100093,2023-11-18,C0004,Electronics,Smartphone Z,894.13,1,Paid,2023-11-18,894.13,UNK,894.13,894.13,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100798,2023-12-08,C0004,Accessories,Laptop Sleeve,41.56,1,Paid,2023-12-08,41.56,UNK,41.56,41.56,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,2023-12-03,1597.38,UNK,1597.38,1597.38,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100484,2023-12-01,C0137,Smart Home,NordCam Mini,80,1,Paid,2023-12-01,80.0,UNK,80.0,80.0,0.0,0.0,0.0,0.0,,False,False,1.0,,0.0,1.0,0.0,0.0,0.0,129.0,True
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,2023-11-25,258.75,UNK,258.75,258.75,1.0,1.0,0.0,258.75,2023-07-12,True,True,2.0,,1.0,1.0,0.0,0.0,0.0,134.0,True
100084,2023-11-18,C0001,Accessories,Wireless Mouse,"56,31 EUR",1,Paid,2023-11-18,56.31,EUR,56.31,56.31,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100592,2023-12-03,C0024,Smart Home,NordLock Pro,"189,75 EUR",1,Paid,2023-12-03,189.75,EUR,189.75,189.75,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,2023-11-15,1446.04,UNK,1446.04,1446.04,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100042,2023-11-16,C0002,Accessories,Charger,"18,80 EUR",3,Paid,2023-11-16,18.8,EUR,56.400000000000006,56.400000000000006,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100327,2023-11-27,C0002,Electronics,Laptop X,$1437.50,1,Paid,2023-11-27,1437.5,USD,1437.5,1437.5,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100087,18/11/2023,C0002,Accessories,Accessory Bundle,32.79,1,Paid,,32.79,UNK,32.79,32.79,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100457,30/11/2023,C0010,Accessories,Screen Protector,5,1,Paid,,5.0,UNK,5.0,5.0,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100965,2023-12-11,C0279,Accessories,Screen Protector,"12,26 EUR",1,Paid,2023-12-11,12.26,EUR,12.26,12.26,0.0,0.0,0.0,0.0,,False,False,1.0,,0.0,1.0,0.0,0.0,0.0,155.0,True
101028,2023-12-12,C0044,Accessories,Wireless Mouse,"31,71 EUR",1,Paid,2023-12-12,31.71,EUR,31.71,31.71,0.0,0.0,0.0,0.0,,False,False,1.0,2023-01-12,0.0,0.0,0.0,0.0,0.0,192.0,True
100731,06/12/2023,C0002,Electronics,TV Pro,"1405,31 EUR",2,Paid,,1405.31,EUR,2810.62,2810.62,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100852,09/12/2023,C0113,Accessories,USB-C Cable,"18,62 EUR",2,Paid,,18.62,EUR,37.24,37.24,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100916,2023-12-10,C0003,Electronics,Laptop X,"1608,63 EUR",1,Paid,2023-12-10,1608.63,EUR,1608.63,1608.63,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,2023-12-13,26.47,UNK,52.94,52.94,0.0,0.0,0.0,0.0,,False,False,1.0,,0.0,1.0,1.0,0.0,0.0,203.0,True
101160,2023-11-25,C0004,Accessories,Phone Case,"19,93 EUR",2,Paid,2023-11-25,19.93,EUR,39.86,39.86,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100108,19/11/2023,C0008,Smart Home,NordPlug,$24.89,1,Paid,,24.89,USD,24.89,24.89,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100690,2023-12-06,C0003,Smart Home,NordLock Pro,$192.91,1,Paid,2023-12-06,192.91,USD,192.91,192.91,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,2023-12-11,45.19,UNK,180.76,180.76,0.0,0.0,0.0,0.0,,False,False,1.0,,0.0,1.0,0.0,0.0,0.0,150.0,True
100747,07/12/2023,C0006,Accessories,Screen Protector,$11.32,4,Paid,,11.32,USD,45.28,45.28,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,2023-12-13,202.54,UNK,202.54,202.54,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,2023-11-28,210.88,UNK,210.88,210.88,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100165,22/11/2023,C0001,Electronics,Smartphone Z,$771.06,1,Paid,,771.06,USD,771.06,771.06,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,2023-12-07,916.41,UNK,916.41,916.41,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100039,2023-11-16,C0003,Accessories,Accessory Bundle,"91,93 EUR",2,Paid,2023-11-16,91.93,EUR,183.86,183.86,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100149,2023-11-21,C0001,Electronics,Tablet A,"475,44 EUR",1,Paid,2023-11-21,475.44,EUR,475.44,475.44,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100068,17/11/2023,C0004,Accessories,Accessory Bundle,84.63,2,Paid,,84.63,UNK,169.26,169.26,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100260,2023-11-25,C0003,Electronics,Smartphone Z,"706,61 EUR",2,Paid,2023-11-25,706.61,EUR,1413.22,1413.22,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100558,03/12/2023,C0008,Electronics,Tablet A,$356.42,1,Paid,,356.42,USD,356.42,356.42,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
100184,22/11/2023,C0028,Smart Home,NordLock Pro,"210,27 EUR",2,Paid,,210.27,EUR,420.54,420.54,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101079,13/12/2023,C0003,Accessories,Charger,"40,81 EUR",1,Paid,,40.81,EUR,40.81,40.81,0.0,0.0,0.0,0.0,,False,False,0.0,,0.0,0.0,0.0,0.0,0.0,,False
101094,2023-12-14,C0030,Electronics,Laptop X,"1326,30 EUR",2,Paid,2023-12-14,1326.3,EUR,2652.6,2652.6,0.0,0.0,0.0,0.0,,False,False,3.0,,1.0,0.0,0.0,0.0,0.0,156.33333333333334,True
